,Date Added,category,sellerlink,sellerlink-url,sellerstorefront-url,sellerproductcount,sellerdetails,seller business name,businessaddress,Count of seller brands,Max % of negative seller ratings - last 30 days,Max % of negative seller ratings - last 90 days,Max % of negative seller ratings - last 12 months,Hero Product 1 #ratings,Hero Product 2 #ratings,Sample brand name,Sample Brand URL,Positive Percentage,Ratings,emails,phoneno,links,Positive % last 12 months,Number of ratings
26,2020-11-15,Garden,Seller 508,Seller 508-link,Seller 508-storefrontlink,"1-16 of over 3,000 results","Berger Gross und Einzelhandels UG (haftungsbeschränkt)
 Fischstraße 20
 17489 Greifswald
 Deutschland
 
 Tel.: +49 3834-8383444
 E-Mail: sales@tacopsgear.de
 
 Registergericht: Amtsgericht Stralsund
 Registernummer: HRB 21065
 
 Geschäftsführer: Andreas Berger
 
 Umsatzsteuer-Identifikationsnummer gemäß § 27 a Umsatzsteuergesetz: DE 265045637
 
 Warenanahme, Retouren und Versand
 TACOPSGEAR
 Berger Gross und Einzelhandels UG
 Gödeckekamp 1
 38667 Bad Harzburg Wir sind zur Teilnahme an einem Streitbeilegungsverfahr...",Business Name:Berger Gross und Einzelhandels UG (haftungsbeschränkt),"Fischstraße 20Berger Gross und Einzelhandels UGGreifswald , HansestadtMV17489DE",16,0,3,3,479,256,Wildo,https://www.amazon.de/-/en/s/ref=bl_dp_s_web_0?ie=UTF8&search-type=ss&index=sporting-de&field-keywords=Wildo,97,236,['sales@tacopsgear.de'],"['834-8383444', '2650456']","['tacopsgear.de', 'Streitbeilegungsverfahr...']",97,236
27,2020-11-15,Garden,Seller 492,Seller 492-link,Seller 492-storefrontlink,1-16 of 378 results,"Impressum Gesetzliche Anbieterkennung: Petra Werling PETRAS-Topshop Im Bruch 2a 76744 Wörth am Rhein Deutschland Telefon: 07271 9812735 Telefax: 07271 9812736E-Mail: info@petras-topshop.deUSt-IdNr.: DE271365749 Alternative Streitbeilegung:Die Europäische Kommission stellt eine Plattform für die außergerichtliche Online-Streitbeilegung (OS-Plattform) bereit, aufrufbar unterec.europa.eu/consumers/odr.Wir sind seit 05.01.2016 Mitglied der Initiative ""FairCommerce"".Nähere Informationen hierzu finden...","Business Name:PETRAS-Topshop, Petra Werling",Hertzstraße3Wörth76744DE,2,0,0,0,66,58,PEnandiTRA®,https://www.amazon.de/PEnandiTRA%C2%AE/b/ref=bl_dp_s_web_10663467031?ie=UTF8&node=10663467031&field-lbr_brands_browse-bin=PEnandiTRA%C2%AE,98,232,['info@petras-topshop.deUSt-IdNr'],"['271 9812735', '271 9812736', '2713657']","['petras-topshop.deUSt-IdNr.', 'unterec.europa.eu/consumers/odr.Wir', '05.01.2016', 'finden...']",98,232
28,2020-11-15,Garden,Seller 835,Seller 835-link,Seller 835-storefrontlink,1-16 of 854 results,"Versandhandel Erwin Lücken  Inhaber: Erwin Lücken Wallweg 126203 Wardenburg  Tel.; 04407/715872 Fax 04407/715915 e-mail: versand@erwinluecken.de Ust-Id.: DE812062123 
  
 
 Geschäftszeiten: 
 
 Mo bis Do 7.00 bis 17.00Uhr und Fr 7.00 bis 13.00Uhr


 

 
 Unsere e-Mail für Verbraucherbeschwerden: versand@erwinluecken.de
 

 Wir sind zur Teilnahme an einem Streitbeilegungsverfahren vor einer Verbraucherschlichtungsstelle weder verpflichtet noch bereit.
 

 

 

 


Die Europäische Kommission bietet eine Onlineplattform für Streitbei...",Business Name:Erwin Lücken,Wallweg 1WardenburgNiedersachsen26203DE,15,0,0,0,775,577,HI,https://www.amazon.de/-/en/HI/b/ref=bl_dp_s_web_17629597031?ie=UTF8&node=17629597031&field-lbr_brands_browse-bin=HI,99,223,"['versand@erwinluecken.de', 'versand@erwinluecken.de']",['8120621'],"['erwinluecken.de', '7.00', '17.00Uhr', '7.00', '13.00Uhr', 'erwinluecken.de', 'Streitbei...']",99,223
29,2020-11-15,Garden,Seller 1032,Seller 1032-link,Seller 1032-storefrontlink,"1-16 of over 1,000 results","The European Commission provides for an Online Dispute Resolution Platform, which you can access here: https://ec.europa.eu/consumers/odr/Please see the following link for the nationally appointed Alternative Dispute Resolution bodies contact details: https://webgate.ec.europa.eu/odr/main/index.cfm?event=main.adr.show",Business Name:Wiemann Lehrmittel,Gehrenplan27MuldestauseeSachsen-Anhalt06774DE,15,0,0,2,3275,2817,Wiemann Lehrmittel,https://www.amazon.de/-/en/s/ref=bl_dp_s_web_0?ie=UTF8&search-type=ss&index=pets&field-keywords=Wiemann+Lehrmittel,97,222,[],[],"['https://ec.europa.eu/consumers/odr/Please', 'https://webgate.ec.europa.eu/odr/main/index.cfm?event=main.adr.show']",97,222
30,2020-11-15,Garden,Seller 52,Seller 52-link,Seller 52-storefrontlink,"1-16 of over 1,000 results","Impressum
 
 Gesetzliche Anbieterkennung:
 
 Georg Kaiser
 kaiser24.shop 
 Berliner Str. 155a
 42277 Wuppertal
 Deutschland
 Telefon: 020260937540
 Telefax: 020260937541
 E-Mail: info@kaiser24.shop
 USt-IdNr.: DE 241714748
 
 
 
 
 
 Alternative Streitbeilegung:
 Die Europäische Kommission stellt eine Plattform für die außergerichtliche Online-Streitbeilegung (OS-Plattform) bereit, aufrufbar unter ec.europa.eu/odr. 
Die Europäische Kommission bietet eine Onlineplattform für Streitbeilegung an, die Sie hier finden: ...",Business Name:Georg Kaiser,Berliner Str.155aWuppertal42277DE,15,0,0,3,2044,787,Markenlos,https://www.amazon.de/-/en/Markenlos/b/ref=bl_dp_s_web_7079845031?ie=UTF8&node=7079845031&field-lbr_brands_browse-bin=Markenlos,95,221,['info@kaiser24.shop'],"['0202609375', '0202609375', '2417147']","['kaiser24.shop', 'kaiser24.shop', 'ec.europa.eu/odr.', '...']",95,221
31,2020-11-15,Garden,Seller 231,Seller 231-link,Seller 231-storefrontlink,"1-16 of over 2,000 results","Kontakt:

 


 LACKNER & URNITSCH 

 Präzionsmaschinen und Werkzeuge  Ges.mbH

 


 Bahnhofsgürtel 37

 AT - 8020 Graz

 


 Tel.: 0043-(0)316-711480-0

 


 Montag-Donnerstag   7.30-16.30 Uhr

 Freitag                       7.30-13.00 Uhr

 


 Fax: 0043-(0)316-711480-39

 


 E-Mail: 
 amazon@urnitsch.at

 


 Firmenbuch Nr.:  57123 f (Graz)

 UID-Nr.:              AT U28 636 009

                              DE 234 445 787 für Lieferungen nach Deutschland

 


 Geschäftsführer: Dkfm. Jürgen Pfeng 

 


 Im allgemeinen liefern wir per DPD-Paketdienst. Lieferungen an Pack...",Business Name:LACKNER & URNITSCH Ges.m.b.H.,Bahnhofgürtel 37GrazÖsterreich8020AT,13,0,0,0,2391,1856,Milwaukee,https://www.amazon.de/-/en/Milwaukee/b/ref=bl_dp_s_web_1892126031?ie=UTF8&node=1892126031&field-lbr_brands_browse-bin=Milwaukee,99,214,['amazon@urnitsch.at'],"['316-7114', '316-7114']","['Ges.mbH', '7.30-16.30', '7.30-13.00', 'urnitsch.at', 'Pack...']",99,214
32,2020-11-15,Garden,Seller 118,Seller 118-link,Seller 118-storefrontlink,"1-16 of over 2,000 results","Kiids Vertriebs GmbH  Maybachstr. 3 76227 Karlsruhe Deutschland   Tel.: +49 721 94 05 90 Fax: +49 721 94 05 80 E-Mail: info@Kiids.de  WWW: Kiids.de  Registergericht: Amtsgericht Mannheim  Registernummer: HRB 711961   Geschäftsführer: Franz Schulze Sutthoff   Umsatzsteuer-Identifikationsnummer gemäß § 27 a Umsatzsteuergesetz: DE277193433  Die Europäische Kommission stellt eine Plattform zur Online-Streitbeilegung (OS) bereit, die Sie hier finden ec.europa.eu/consumers/odr/. Wir sind zur Teilnahme...",Business Name:Kiids Vertriebs GmbH,Maybachstraße3Karlsruhe76227DE,14,0,3,2,3625,2066,Spielstabil,https://www.amazon.de/-/en/Spielstabil/b/ref=bl_dp_s_web_19028525031?ie=UTF8&node=19028525031&field-lbr_brands_browse-bin=Spielstabil,97,213,['info@Kiids.de'],['2771934'],"['Kiids.de', 'Kiids.de', 'ec.europa.eu/consumers/odr/.', 'Teilnahme...']",97,213
33,2020-11-15,Garden,Seller 911,Seller 911-link,Seller 911-storefrontlink,1-16 of 95 results,"Impressum  Gesetzliche Anbieterkennung:  Torsten Volz & Heiko Karl GbR vertreten durch die Gesellschafter: Torsten Volz, Heiko Karl Spöcker Straße 33 76646 Bruchsal Deutschland Telefon: 07221 185 80 28 E-Mail: volz.karl@googlemail.com USt-IdNr.: DE292456864 Die Europäische Kommission stellt eine Plattform für die außergerichtliche Online-Streitbeilegung (OS-Plattform) bereit, aufrufbar unter //ec.europa.eu/odr.  Wir sind Mitglied der Initiative ""FairCommerce"". Nähere Informationen hierzu finden...","Business Name:Karl, Heiko und Volz, Torsten GbR",Spöcker Straße33Bruchsal76646DE,15,0,3,3,755,390,Votoka,https://www.amazon.de/-/en/s/ref=bl_dp_s_web_0?ie=UTF8&search-type=ss&index=garden-de&field-keywords=Votoka,96,211,['volz.karl@googlemail.com'],['2924568'],"['volz.karl', 'googlemail.com', '//ec.europa.eu/odr.', 'finden...']",96,211
34,2020-11-15,Garden,Seller 811,Seller 811-link,Seller 811-storefrontlink,1-16 of 254 results,"Impressum VDB-Schweisstechnik Inhaber: Aleksander Vonderbank Von-Kleist-Str. 5 41542 Dormagen Deutschland Telefon: 021339747276 Mail: amazon@vdb-schweisstechnik.com Umsatzsteuer-Identifikationsnummer: DE312390266 Die Europäische Kommission stellt eine Plattform zur Online-Streitbeilegung (OS) bereit, die Sie hier finden ec.europa.eu/consumers/odr/. Zur Teilnahme an einem Streitbeilegungsverfahren vor einer Verbraucherschlichtungsstelle sind wir nicht verpflichtet und nicht bereit. Impressum erst...",Business Name:VDB-Schweisstechnik Inh. Aleksander Vonderbank,Von-Kleist-Straße5Dormagen41542DE,1,0,0,1,168,117,Visit the VDB Store,https://www.amazon.de/-/en/stores/VDB-Schweisstechnik%2A++-+Schwei%C3%9Ffachhandel+/page/F338C0D9-D06A-48F5-9CFC-C3E14B47E8EF?ref_=ast_bln,98,211,['amazon@vdb-schweisstechnik.com'],"['0213397472', '3123902']","['vdb-schweisstechnik.com', 'ec.europa.eu/consumers/odr/.', 'erst...']",98,211
35,2020-11-15,Garden,Seller 905,Seller 905-link,Seller 905-storefrontlink,1-16 of 455 results,"Vollwaren Handelsgesellschaft mbH 
 Oldenburger Str. 26
 26835 Hesel
 Deutschland 
 
 Tel.: 049508063696
 Fax: 049508063698
 E-Mail: post@vollwaren.de 
 
 Registergericht: Amtsgericht Aurich 
 Registernummer: HRB 201584 
 
 Geschäftsführer: Sven Oliver Brüggemann 
 

  Umsatzsteuer-Identifikationsnummer gemäß § 27 a Umsatzsteuergesetz: DE271613252 
 


 


 Mitglied der Initiative ""Fairness im Handel"".
 
 Nähere Informationen: /www.fairness-im-handel.de
 
 
 
 Verantwortlicher i.S.d. § 55 Abs. 2 RStV:
 
Sven Oliver Brüggemann, Olde...",Business Name:Vollwaren Handelsgesellschaft mbH,Oldenburger Str. 26HeselNiedersachsen26835DE,15,0,0,0,5,4,Die Vogelvilla,https://www.amazon.de/-/en/Die-Vogelvilla/b/ref=bl_dp_s_web_19334755031?ie=UTF8&node=19334755031&field-lbr_brands_browse-bin=Die+Vogelvilla,95,204,['post@vollwaren.de'],"['0495080636', '0495080636', '2716132']","['vollwaren.de', '/www.fairness-im-handel.de', 'i.S.d.', 'Olde...']",95,204
36,2020-11-15,Garden,Seller 302,Seller 302-link,Seller 302-storefrontlink,1-16 of 96 results,"Impressum   Licht & Wasserwelt GmbH  Gartenstraße 8
 34326 Morschen
 Deutschland Telefon 05664 478
 Geschäftsführer Daniel Czyganowsky   Bankverbindung Deutsche Bank
 IBAN: DE46520700240032517500
 BIC: DEUTDEDB520 Kontoinhaber: Licht & Waserwelt GmbH _________________________________________ Registergericht: Amtsgericht Fritzlar
 Registernummer: HRB 12039 WEEE-Reg.-Nr.: DE 65671915 Steuernummer: 026 238 26142 Umsatzsteuer-Identifikationsnummer gem. § 27 a Umsatzsteuergesetz: DE 294261031
 Verantwortli...",Business Name:Licht & Wasserwelt GmbH,Gartenstr.Gartenstr. 8Morschen34326DE,2,0,0,0,788,300,SpiceFlow,https://www.amazon.de/-/en/SpiceFlow/b/ref=bl_dp_s_web_15846554031?ie=UTF8&node=15846554031&field-lbr_brands_browse-bin=SpiceFlow,99,203,[],"['4652070024', '0032517500', '6567191', '026 238 2614', '2942610']","['WEEE-Reg.-Nr.', 'Verantwortli...']",99,203
37,2020-11-15,Garden,Seller 429,Seller 429-link,Seller 429-storefrontlink,"1-16 of over 3,000 results","Silvya Plambeck
 Plambeck & luftballonwelt 
 Elbuferstr. 36
 21436 Marschacht
 Deutschland 
 
 Tel.: 041769480491
 Fax: 041769480492
 E-Mail: info@luftballonwelt.de 
 
 Umsatzsteuer-Identifikationsnummer gemäß § 27 a Umsatzsteuergesetz: DE 812851075 
 
 Wir sind zur Teilnahme an einem Streitbeilegungsverfahren vor einer Verbraucherschlichtungsstelle weder verpflichtet noch bereit.
Die Europäische Kommission bietet eine Onlineplattform für Streitbeilegung an, die Sie hier finden: https://ec.europa.eu/consumer...",Business Name:Plambeck & luftballonwelt,Elbuferstr.36Marschacht21436DE,14,0,0,3,2027,516,Visit the Folat Store,https://www.amazon.de/-/en/stores/Folat+B.V./page/7B0994FE-E51B-41F1-ADB7-620F638CA1D3?ref_=ast_bln,96,203,['info@luftballonwelt.de'],"['0417694804', '0417694804', '8128510']","['luftballonwelt.de', 'https://ec.europa.eu/consumer...']",96,203
38,2020-11-15,Garden,Seller 199,Seller 199-link,Seller 199-storefrontlink,1-16 of 62 results,"Anbieterkennzeichnung
Ina Sehm
Ksells
Albert-Schenk-Straße 13
09125 Chemnitz
Tel: 0371 272 86 36
E-Mail: info@ksells.deUmsatzsteuer-Identifikationsnummer gemäß § 27 a Umsatzsteuergesetz: DE288222891
Die Europäische Kommission bietet eine Onlineplattform für Streitbeilegung an, die Sie hier finden: https://ec.europa.eu/consumers/odr/Unter diesem Link finden Sie die Kontaktdaten der offiziellen Streitbeilegungsstellen: https://webgate.ec.europa.eu/odr/main/index.cfm?event=main.adr.show",Business Name:Ina Sehm,Albert-Schenk-Str. 13Chemnitz09125DE,14,0,0,1,6136,3664,BEVO,https://www.amazon.de/-/en/BEVO/b/ref=bl_dp_s_web_18699297031?ie=UTF8&node=18699297031&field-lbr_brands_browse-bin=BEVO,99,202,['info@ksells.deUmsatzsteuer-Identifikationsnummer'],['2882228'],"['ksells.deUmsatzsteuer-Identifikationsnummer', 'https://ec.europa.eu/consumers/odr/Unter', 'https://webgate.ec.europa.eu/odr/main/index.cfm?event=main.adr.show']",99,202
39,2020-11-15,Garden,Seller 196,Seller 196-link,Seller 196-storefrontlink,"1-16 of over 20,000 results","Impressum KS Licht- und Elektrotechnik GmbH
 Manderscheidtstr. 8 C
 45141 Essen Telefon: +49-201-89924-0
 Fax: +49-201-89924-124 E-Mail: Service@KS-Germany.com Geschäftsführer:
 Peter Gillet, Uwe van den Berg Handelsregister: Amtsgericht Essen, HRB 12736 Umsatzsteuer-Identifikationsnummer: DE 190673411 VerpackungsG-Reg-Nr.: DE1943486907742  Wir sind bereit, an einem außergerichtlichen Schlichtungsverfahren vor einer Verbraucherschlichtungsstelle teilzunehmen.
Zuständig ist die Allgemeine Verbraucher...",Business Name:KS Licht- u. Elektrotechnik GmbH,KS Licht- u. Elektrotechnik GmbHManderscheidtstraße 8CEssen45141DE,16,0,0,1,4889,1544,Visit the Paulmann Store,https://www.amazon.de/-/en/stores/Paulmann+Licht+GmbH/page/D412D51F-418C-4C96-9473-7C5F159198ED?ref_=ast_bln,97,197,['Service@KS-Germany.com'],"['201-8992', '201-8992', '1906734', '1943486907']","['KS-Germany.com', 'Verbraucher...']",97,197
40,2020-11-15,Garden,Seller 1508,Seller 1508-link,Seller 1508-storefrontlink,1-16 of 177 results,"Zaundirekt GmbH & Co. KG, Geschäftsführer Fabian Bischoff, Seelohe 31, 97478 Knetzgau Telefon: 09527/ 95 20 86 0, E-Mail: info@zaundirekt.de, Registergericht: Amtsgericht Bamberg Registernummer: HRA 12654 Umsatzsteuer-Identifikationsnummer gemäß § 27 a Umsatzsteuergesetz: DE328448583 vertreten durch die persönlich haftende Gesellschafter
 Zaundirekt Verwaltungs GmbH
 diese vertr. d. d. Geschäftsführer Fabian Bischoff Seelohe 31, 97478 Knetzgau, Deutschland
eingetragen im Handelsregister des Amtsge...",Business Name:Zaundirekt GmbH & Co. KG,Seelohe 31KnetzgauBayern97478DE,9,0,2,2,129,108,Zaundirekt,https://www.amazon.de/-/en/s/ref=bl_dp_s_web_0?ie=UTF8&search-type=ss&index=garden-de&field-keywords=Zaundirekt,97,184,['info@zaundirekt.de'],['3284485'],"['zaundirekt.de', 'Amtsge...']",97,184
41,2020-11-15,Garden,Seller 1774,Seller 1774-link,Seller 1774-storefrontlink,"1-16 of over 4,000 results","Impressum
 
 Gesetzliche Anbieterkennung:
 
 Thomas Moritz
 Am Klostergarten 23
 06295 Lutherstadt Eisleben
 Deutschland
 Telefon: 03475 714957
 E-Mail: info@zooheld.de
 USt-IdNr.: DE 212639574
 
 
 
 
 
 Alternative Streitbeilegung:
 Die Europäische Kommission stellt eine Plattform für die außergerichtliche Online-Streitbeilegung (OS-Plattform) bereit, aufrufbar unter /ec.europa.eu/odr.
 
 Wir sind seit 22.11.2015 Mitglied der Initiative ""FairCommerce"".
Nähere Informationen hierzu finden Sie unter www.fair-commer...",Business Name:Moritz-Consumer-Service,Moritz Consumer ServiceAm Klostergarten 23Lutherstadt EislebenSachsen-Anhalt06295DE,15,0,0,3,8936,8740,Visit the Tetra Store,https://www.amazon.de/-/en/stores/Tetra/page/DCE34886-C391-4ADB-953C-11124A982133?ref_=ast_bln,96,173,['info@zooheld.de'],"['475 7149', '2126395']","['zooheld.de', '/ec.europa.eu/odr.', '22.11.2015', 'www.fair-commer...']",96,173
42,2020-11-15,Garden,Seller 553,Seller 553-link,Seller 553-storefrontlink,1-16 of 34 results,"Impressum
Gesetzliche Anbieterkennung:
Maik Anwand
my-plast
Westeröder Str. 61
37115 Duderstadt
Deutschland
Telefon: 055279970868
E-Mail: technoplast@t-online.de
USt-IdNr.: DE815343745
Die Europäische Kommission stellt eine Plattform für die außergerichtliche Online-Streitbeilegung
(OS-Plattform) bereit, aufrufbar unter //ec.europa.eu/odr.
Wir sind Mitglied der Initiative ""FairCommerce"".
Nähere Informationen hierzu finden Sie unter www.fair-commerce.de.",Business Name:Maik Anwand,Westeröder Str. 6161Duderstadt37115DE,3,0,0,0,263,214,My-Plast,https://www.amazon.de/-/en/s/ref=bl_dp_s_web_0?ie=UTF8&search-type=ss&index=diy&field-keywords=My-Plast,99,163,['technoplast@t-online.de'],"['0552799708', '8153437']","['t-online.de', '//ec.europa.eu/odr.', 'www.fair-commerce.de.']",99,163
43,2020-11-15,Garden,Seller 153,Seller 153-link,Seller 153-storefrontlink,"1-16 of over 2,000 results","Impressum
 
 Gesetzliche Anbieterkennung:
 
 Friedel und Wernecke UG (haftungsbeschränkt)
 Rehwiesen 1
 22119 Hamburg
 vertreten durch die Geschäftsführer Ron Wernecke, Tanja Friedel
 Telefon: 04084605742
 E-Mail: mail@knobelbox.com
 USt-IdNr.: DE296224231
 eingetragen im Handelsregister des Amtsgerichtes Hamburg
 Handelsregisternummer HRB 133094
 
 Alternative Streitbeilegung:
Die Europäische Kommission stellt eine Plattform für die außergerichtliche Online-Streitbeilegung (OS-Plattform) bereit, aufrufbar un...",Business Name:Friedel und Wernecke UG,Rehwiesen 1HamburgHamburg22119DE,16,0,0,0,8448,3509,Meffert's,https://www.amazon.de/-/en/Mefferts/b/ref=bl_dp_s_web_19032263031?ie=UTF8&node=19032263031&field-lbr_brands_browse-bin=Meffert%27s,99,156,['mail@knobelbox.com'],"['0408460574', '2962242']","['knobelbox.com', 'un...']",99,156
44,2020-11-15,Garden,Seller 178,Seller 178-link,Seller 178-storefrontlink,1-16 of 898 results,"Sie erreichen uns persönlich von:
 Montag bis Freitag von 8.30 bis 18.00 Uhr und am Samstag von 9.00 bis 12.00 Uhr.
 Per E-Mail: info@kotte-zeller.de
 Per Internet: www.kotte-zeller.de
 
 Tel.: 0180 / 5 97 97 98* (*€ 0,14/Min. Tarif Telekom, Mobilfunk max. € 0,42/Min.)
 Telefax: 09223 9450150
 
 Tel.: aus dem Ausland: 0049 9223 9450199 
 Telefax: 0049 9223 9450150 
 
 Web: www.kotte-zeller.de 
 E-Mail: info@kotte-zeller.de
 
 Geschäftsführer: Rainer Kotte
Verantwortlicher im Sinne von § 10 Abs. 3 MDStV Rainer...",Business Name:Kotte & Zeller GmbH,Industriestrasse 4RugendorfBayern95365DE,15,0,3,3,6886,1635,MFH,https://www.amazon.de/-/en/MFH/b/ref=bl_dp_s_web_1683240031?ie=UTF8&node=1683240031&field-lbr_brands_browse-bin=MFH,97,141,"['info@kotte-zeller.de', 'info@kotte-zeller.de']","['223 9450150', '049 9223', '9450199', '049 9223', '9450150']","['8.30', '18.00', '9.00', '12.00', 'kotte-zeller.de', 'www.kotte-zeller.de', 'www.kotte-zeller.de', 'kotte-zeller.de', 'Rainer...']",97,141
45,2020-11-15,Garden,Seller 121,Seller 121-link,Seller 121-storefrontlink,1-16 of 97 results,"Impressum
 
 Gesetzliche Anbieterkennung:
 
 Norbert Elsenheimer
 Kimiza-Duftshop
 Berggate 33
 44809 Bochum
 Deutschland
 Telefon: 0234520663
 E-Mail: info@kimiza-duftshop.de
 USt-IdNr.: DE297255270
 
 Die Europäische Kommission stellt eine Plattform für die außergerichtliche Online-Streitbeilegung (OS-Plattform)
 bereit, aufrufbar unter ec.europa.eu/odr.
 Wir sind seit 21.07.2016 Mitglied der Initiative ""FairCommerce"".
 Nähere Informationen hierzu finden Sie unter fair-commerce.de.  Hinweise zur Batterieentso...",Business Name:Kimiza-Duftshop,Berggate33Bochum44809DE,15,0,0,0,125,96,Schlaraffenland,https://www.amazon.de/-/en/s/ref=bl_dp_s_web_0?ie=UTF8&search-type=ss&index=garden-de&field-keywords=Schlaraffenland,100,140,['info@kimiza-duftshop.de'],"['0234520663', '2972552']","['kimiza-duftshop.de', 'ec.europa.eu/odr.', '21.07.2016', 'fair-commerce.de.', 'Batterieentso...']",100,140
46,2020-11-15,Garden,Seller 705,Seller 705-link,Seller 705-storefrontlink,"1-16 of over 2,000 results","Mario Klunker
TOYMATIC
Peter-Henlein-Str. 20
85540 HaarKontakt:
 
  
   Telefon:
   0176-97563029
  
  
   E-Mail:
   mario.klunker@gmx.de
  
 
Umsatzsteuer-ID:Umsatzsteuer-Identifikationsnummer gemäß §27 a Umsatzsteuergesetz:
DE254371323
Plattform der EU-Kommission zur Online-Streitbeilegung: /ec.europa.eu/consumers/odr 

""Den anklickbaren Link zur Plattform der EU-Kommission zur Online-Streitbeilegung erreichen Sie, indem Sie auf den nachfolgenden Punkt „Mehr lesen“ klicken.""
 
Wir sind zur Teilnahme an einem Streitbeilegungsverfahre...",Business Name:TOYMATIC,Peter-Henlein-Str.20HaarBayern85540DE,15,0,0,1,2485,2425,Visit the Funko Store,https://www.amazon.de/-/en/stores/Funko+Frozen+II/page/19E4FB0B-0F97-4418-B2A7-77EAC0668586?ref_=ast_bln,98,135,['mario.klunker@gmx.de'],"['176-9756302', '2543713']","['mario.klunker', 'gmx.de', '/ec.europa.eu/consumers/odr', 'Streitbeilegungsverfahre...']",98,135
47,2020-11-15,Garden,Seller 1043,Seller 1043-link,Seller 1043-storefrontlink,1-16 of 93 results,"Impressum
 
 Gesetzliche Anbieterkennung:
 
 Marcus Budczenkow
 w-mtools-de
 Röpersdorfer Str. 19
 17291 Prenzlau
 Deutschland
 Telefon: 048419811510
 E-Mail: office@w-mtools.de
 USt-IdNr.: DE 304404370 
 WEEE-Reg.-Nr.: DE 21555781
 
 
 
 
 
 Alternative Streitbeilegung:
 Die Europäische Kommission stellt eine Plattform für die außergerichtliche Online-Streitbeilegung (OS-Plattform) bereit, aufrufbar unter ec.europa.eu/odr.
 
 Wir sind seit 29.02.2016 Mitglied der Initiative ""FairCommerce"".
Nähere Informationen hie...",Business Name:w-mtools-de,Sergeantenweg17Schwesing25813DE,4,0,0,1,444,371,Visit the w-mtools Store,https://www.amazon.de/-/en/stores/w-mtools/page/430FF014-459C-4B98-8318-850657085EA9?ref_=ast_bln,99,132,['office@w-mtools.de'],"['0484198115', '3044043', '2155578']","['w-mtools.de', 'WEEE-Reg.-Nr.', 'ec.europa.eu/odr.', '29.02.2016', 'hie...']",99,132
48,2020-11-15,Garden,Seller 332,Seller 332-link,Seller 332-storefrontlink,"1-16 of over 3,000 results","LINOOWS MERCANTILE Inhaber Mathias Seidel,Seestraße 15, D - 16831 Rheinsberg,Telefon: 033931/2221Email: versand@auktionshaus-rheinsberg.deUst-ID: DE 138695673
Die Europäische Kommission bietet eine Onlineplattform für Streitbeilegung an, die Sie hier finden: https://ec.europa.eu/consumers/odr/Unter diesem Link finden Sie die Kontaktdaten der offiziellen Streitbeilegungsstellen: https://webgate.ec.europa.eu/odr/main/index.cfm?event=main.adr.show",Business Name:LINOOWS MERCANTILE Inh. Mathias Seidel,LINOOWS MERCANTILE Inhaber Mathias SeidelSeestraße 15RheinsbergBrandenburg16831DE,6,0,3,2,68,20,linoows,https://www.amazon.de/-/en/linoows/b/ref=bl_dp_s_web_3446662031?ie=UTF8&node=3446662031&field-lbr_brands_browse-bin=linoows,98,127,['versand@auktionshaus-rheinsberg.deUst-ID'],['1386956'],"['auktionshaus-rheinsberg.deUst-ID', 'https://ec.europa.eu/consumers/odr/Unter', 'https://webgate.ec.europa.eu/odr/main/index.cfm?event=main.adr.show']",98,127
49,2020-11-15,Garden,Seller 265,Seller 265-link,Seller 265-storefrontlink,"1-16 of over 3,000 results","Impressum: Leder MilzInh. Irene Koser e.K.Lindenstr. 871634 LudwigsburgKontakt: 
Tel. 07141/902067 
Fax. 07141/901034 
E-Mail: Info@LederMilz.deRegistergericht: Amtsgericht Stuttgart, HRA 221613Die Europäische Kommission stellt eine Plattform für die außergerichtliche Online-Streitbeilegung (OS-Plattform) bereit, die unter www.ec.europa.eu/consumers/odr aufrufbar ist. Unsere E-Mail-Adresse finden Sie in unserem Impressum. Wir nehmen am Streitschlichtungsverfahren teil. Eine Liste mit den Kontaktdat...","Business Name:Michael Milz, Inhaber Irene Koser",Leder Milz Inh. Irene KoserLindenstr. 8LudwigsburgBW71634DE,15,0,0,2,15082,12487,Reisenthel,https://www.amazon.de/-/en/Reisenthel/b/ref=bl_dp_s_web_20129692031?ie=UTF8&node=20129692031&field-lbr_brands_browse-bin=Reisenthel,98,124,['Info@LederMilz.deRegistergericht'],[],"['e.K.Lindenstr.', 'LederMilz.deRegistergericht', 'www.ec.europa.eu/consumers/odr', 'Kontaktdat...']",98,124
