,seller_details,seller_names,emails,phoneno,links
257,LILIJUANGUOYANG is committed to providing each customer with the highest standard of customer service.,Business Name:LanXianLiJuanZongHeFuWuBu,[],[],[]
258,Lime IG UO is committed to providing each customer with the highest standard of customer service.,Business Name:TaiYuanShiYingZeQuGuoLiMeiFuShiDian,[],[],[]
259,"Impressum
 
 Gesetzliche Anbieterkennung:
 
 VARIA System GmbH
 diese vertreten durch den Geschäftsführer Sven Grimpe, Sven Huth
 Dr-Salvador-Allende-Straße 191
 09119 Chemnitz
 Deutschland
 Telefon: 0371 400 7682
 Telefax: 0371 400 7685
 E-Mail: shop@varia-store.com
 USt-IdNr.: DE 279 278 184
 eingetragen im Handelsregister des Amtsgerichtes Chemnitz
 Handelsregisternummer HRB HRB 26881
 
 
 
 
 
 Alternative Streitbeilegung:
Die Europäische Kommission stellt eine Plattform für die außergerichtliche Online-Streitb...",Business Name:VARIA System GmbH,['shop@varia-store.com'],"['371 400 7682', '371 400 7685']","['varia-store.com', 'Online-Streitb...']"
260,"Milovan Stojkovic
 Mühlenstr. 16
 48431 Rheine
 Deutschland
 
 Tel.: +49 59 71/ 8 00 38 03
 Fax: +49 59 71/ 8 00 38 06
 E-Mail: info@limuno.com
 
 Umsatzsteuer-Identifikationsnummer gemäß § 27 a Umsatzsteuergesetz: DE 247380292
 
 
 Wir sind zur Teilnahme an einem Streitbeilegungsverfahren vor einer Verbraucherschlichtungsstelle weder verpflichtet noch bereit. 
Die Europäische Kommission bietet eine Onlineplattform für Streitbeilegung an, die Sie hier finden: https://ec.europa.eu/consumers/odr/

Unter diesem L...",Business Name:Milovan Stojkovic,['info@limuno.com'],['2473802'],"['limuno.com', 'https://ec.europa.eu/consumers/odr/', 'L...']"
261,LINEN IDEAS is committed to providing each customer with the highest standard of customer service.,Business Name:Linen Ideas Ltd,[],[],[]
262,Lingjiushopping is committed to providing each customer with the highest standard of customer service.,Business Name:tianjinlingjiutongxinjishuyouxiangongsi,[],[],[]
263,lingzhuo-shop is committed to providing each customer with the highest standard of customer service.,Business Name:Shenzhenshi Xiaolingzhuo Maoyi Youxiangongsi,[],[],[]
264,linjunddd is committed to providing each customer with the highest standard of customer service.,Business Name:deyangkaifaquxiaowohuazhuangmeijiadian,[],[],[]
265,LINKLANK is committed to providing each customer with the highest standard of customer service.,Business Name:ShenZhenYinQinDianZiShangWuYouXianGongSi,[],[],[]
266,LINLIN SHOP is committed to providing each customer with the highest standard of customer service.,Business Name:lv liang shi li shi qu lin lin fu zhuang dain,[],[],[]
267,"linofant GmbH
Geschäftsführerin Dipl. Betriebswirtin (FH)  Sylvia Vogel-Weber
Sachsenhausen 17 a 36124 Eichenzell Mail: shop@linofant.de Tel.: 06659-98651-0 Fax: 06659-98651-19 UStId Nr.: DE 251523527 Steuernummer: 1823801455

 Handelregister Amtsgericht Fulda HRB 5178

  
  WEEE Reg.Nr.: DE 20447316


Die Europäische Kommission stellt nach der Verordnung (EU) Nr. 524/2013 über eine interaktive Website, auf die in allen Amtssprachen der Organe der Europäischen Union elektronisch zugegriffen werden kann, eine...",Business Name:linofant GmbH,['shop@linofant.de'],"['659-9865', '659-9865', '2515235', '1823801455', '2044731']","['linofant.de', 'Reg.Nr.', 'eine...']"
268,"LINOOWS MERCANTILE Inhaber Mathias Seidel,Seestraße 15, D - 16831 Rheinsberg,Telefon: 033931/2221Email: versand@auktionshaus-rheinsberg.deUst-ID: DE 138695673
Die Europäische Kommission bietet eine Onlineplattform für Streitbeilegung an, die Sie hier finden: https://ec.europa.eu/consumers/odr/Unter diesem Link finden Sie die Kontaktdaten der offiziellen Streitbeilegungsstellen: https://webgate.ec.europa.eu/odr/main/index.cfm?event=main.adr.show",Business Name:LINOOWS MERCANTILE Inh. Mathias Seidel,['versand@auktionshaus-rheinsberg.deUst-ID'],['1386956'],"['auktionshaus-rheinsberg.deUst-ID', 'https://ec.europa.eu/consumers/odr/Unter', 'https://webgate.ec.europa.eu/odr/main/index.cfm?event=main.adr.show']"
269,linpingshangdian is committed to providing each customer with the highest standard of customer service.,Business Name:li liang shi li shi qu lin ping jia ju yongpindian,[],[],[]
270,linxianaolinyouzapudian is committed to providing each customer with the highest standard of customer service.,Business Name:linxianaolinyouzapudian,[],[],[]
271,linxiang544 is committed to providing each customer with the highest standard of customer service.,Business Name:xiamenkangyimaoyiyouxiangongsi,[],[],[]
272,linyishop is committed to providing each customer with the highest standard of customer service.,Business Name:xiangchengshilinyijianzhugongchengyouxiangongsi,[],[],[]
273,Lion33lind is committed to providing each customer with the highest standard of customer service.,Business Name:GUANGZHOUXINZUMAOYIYOUXIANGONGSI,[],[],[]
274,Liquipipe GmbH is committed to providing each customer with the highest standard of customer service.,Business Name:Liquipipe GmbH,[],[],[]
275,lirong000 is committed to providing each customer with the highest standard of customer service.,Business Name:HenJinShiLvJiDiXiaoXiaoDengJuDian,[],[],[]
276,LiRongPingShopUK is committed to providing each customer with the highest standard of customer service.,Business Name:ShanXiZiSenNongMaoYouXianZeRenGongSi,[],[],[]
277,LISHIJIENB is committed to providing each customer with the highest standard of customer service.,Business Name:henanshengzhumadianshiyichengquaihaoaijiawentiyong,[],[],[]
278,LISM-DE is committed to providing each customer with the highest standard of customer service.,Business Name:Nanchang Bangyisheng Shangmao Youxian Gongsi,[],[],[]
279,ListenTo is committed to providing each customer with the highest standard of customer service.,Business Name:ShenzhenshiHaihuichuangShangmaoyouxiangongsi,[],[],[]
280,little sporter is committed to providing each customer with the highest standard of customer service.,Business Name:yongchunxianglimaoyiyouxiangongsi,[],[],[]
281,liu ding ding dian is committed to providing each customer with the highest standard of customer service.,Business Name:lvliangshilishiquliudingdingjiajuxiaoshoushanghang,[],[],[]
282,LIU WU FENG is committed to providing each customer with the highest standard of customer service.,Business Name:SHANXI FEIRONG DIANZI SHANGWU YOUXIANGONGSI,[],[],[]
283,Liu Xuehong Furniture Store is committed to providing each customer with the highest standard of customer service.,Business Name:ShenZhenShiFuTianQuXinYuanXueXinDianQiShangHang,[],[],[]
284,LIU YAN MEI is committed to providing each customer with the highest standard of customer service.,"Business Name:TaiYuanShiBaiChuanGuangJiTangDaYaoFangCo.,Ltd.",[],[],[]
285,liu yanjun is committed to providing each customer with the highest standard of customer service.,Business Name:linxianjunjunxiaochao,[],[],[]
286,liu yun e is committed to providing each customer with the highest standard of customer service.,Business Name:jinjiangqu hongyuleiman riyongpinjingyingbu,[],[],[]
287,liufangfangoz is committed to providing each customer with the highest standard of customer service.,Business Name:LvLiangShiLiShiQuFangFangRiZaDian,[],[],[]
288,liujianpingshanghang is committed to providing each customer with the highest standard of customer service.,Business Name:shenzhenshinanshanquxinyanhengjiedengjushanghang,[],[],[]
289,liujiushangpu is committed to providing each customer with the highest standard of customer service.,Business Name:taiyuanshiwanbailinqudeerqibaihuoshanghang,[],[],[]
290,LiuLinXianFangFangJiaJuYongPinDian is committed to providing each customer with the highest standard of customer service.,Business Name:LiuLinXianFangFangJiaJuYongPinDian,[],[],[]
291,LiuShengTing is committed to providing each customer with the highest standard of customer service.,Business Name:JieYangKongGangJingJiQuShengTingRiZaDian,[],[],[]
292,LIUSIXIAO is committed to providing each customer with the highest standard of customer service.,Business Name:LinXianSiXiaoWuJinDian,[],[],[]
293,LIUYEFZD is committed to providing each customer with the highest standard of customer service.,Business Name:DaTongShiPingChengQuLiuYeFuZhuangDian,[],[],[]
294,liuyunlai is committed to providing each customer with the highest standard of customer service.,Business Name:qinhanxinchengliuyunlaifuzhuangdian,[],[],[]
295,livestyle-for-you is committed to providing each customer with the highest standard of customer service.,Business Name:Möbel Schott GmbH,[],[],[]
296,"SIE HABEN EIN PROBLEM ODER EINE FRAGE ?
 RUFEN SIE UNS AN 05238 - 208 99 90 / WERKTAGS 9 - 15 UHR  livindo
 eine Unternehmensmarke der mk Objektmöbel GmbH
 
 Postanschrift: Südstr.19 -  32839  Steinheim-Sandebeck
 
 Kundendienst per E-Mail an service@livindo.de
 Telefon: +49 [0] 52 38 - 208 99 90 (Werktags 9-15 Uhr)
 oder jetzt auch per Whatsapp: +49 [0] 174 - 286 97 88 
 Gesetzliche Vertreter der Gesellschaft:
 
 G e s c h ä f t s f ü h r u n g : Frauke Kohls
 P r o k u r i s t : Mark Kohls
L e i t u n g ...",Business Name:mk Objektmöbel GmbH,['service@livindo.de'],[],"['Südstr.19', 'livindo.de', '...']"
297,"Impressum casantis GmbH Eisenacher Str. 13 12109 Berlin; Deutschland Tel.: +49 (0)30 53604300 Fax: +49 (0)30 53604301 E-Mail: service@living-zone.de Registergericht: Amtsgericht Charlottenburg - Berlin; Registernummer: HRB 111231; Geschäftsführer: Aschraf Saigali; Umsatzsteuer-Identifikationsnummer gemäß § 27 a Umsatzsteuergesetz: DE814927809 Den anklickbaren Link zur Plattform der EU-Kommission zur Online-Streitbeilegung erreichen Sie, indem Sie auf den nachfolgenden Punkt „Mehr lesen“ klicken....",Business Name:casantis GmbH,['service@living-zone.de'],"['5360430', '5360430', '8149278']","['living-zone.de', 'klicken....']"
298,LivingCorner is committed to providing each customer with the highest standard of customer service.,Business Name:qidongxianzhijiebaihuoshangdian,[],[],[]
299,LiXiang is committed to providing each customer with the highest standard of customer service.,Business Name:LinXianChengZhuangZhenXiangJuShangDian,[],[],[]
300,lizhenwang123 is committed to providing each customer with the highest standard of customer service.,Business Name:Lvliangshilishiquzhenmaorizadian,[],[],[]
301,Lizzy Outlet is committed to providing each customer with the highest standard of customer service.,Business Name:Bargain Online Ltd,[],[],[]
302,LLLLTITEOK is committed to providing each customer with the highest standard of customer service.,Business Name:WuXiShi AiRuiBa DainZiShangWuYouXianGongSi,[],[],[]
303,Lloyd M Hamilton is committed to providing each customer with the highest standard of customer service.,Business Name:guiyangshibaiyunquanyuanfazhanyouxiangongsi,[],[],[]
304,Loboo idea is committed to providing each customer with the highest standard of customer service.,"Business Name:Xiamenshi Xindeye Technology Co., Ltd",[],[],[]
305,LockeLK is committed to providing each customer with the highest standard of customer service.,Business Name:He Jin Shi Chai Jia Xiao Chu Bai Huo Dian,[],[],[]
306,Lodenlli is committed to providing each customer with the highest standard of customer service.,"Business Name:ZSL (Hong Kong) Electronic Commerce Co., Limited",[],[],[]
307,logozoe is committed to providing each customer with the highest standard of customer service.,Business Name:Shen zhen shi ao hai ke ji you xian gong si,[],[],[]
308,lolly-U is committed to providing each customer with the highest standard of customer service.,Business Name:shenzhenshi baoanqu gulaiyi muyingyongpin zhizaochang,[],[],[]
309,LongChuanXianYanZhenZhenWeiGuoWuJinShangDian is committed to providing each customer with the highest standard of customer service.,Business Name:LongChuanXianYanZhenZhenWeiGuoWuJinShangDian,[],[],[]
310,Longra is committed to providing each customer with the highest standard of customer service.,Business Name:ShenZhenShi ChangHe KeJiYouXian GongSi,[],[],[]
311,Longzhuo Sheng Firm is committed to providing each customer with the highest standard of customer service.,Business Name:shenzhenshilongzhuoshengdianziyouxiangongsi,[],[],[]
312,Lönne is committed to providing each customer with the highest standard of customer service.,Business Name:Carl Lönne & Sohn GmbH,[],[],[]
313,"Die Europäische Kommission bietet eine Onlineplattform für Streitbeilegung an, die Sie hier finden: https://ec.europa.eu/consumers/odr/Unter diesem Link finden Sie die Kontaktdaten der offiziellen Streitbeilegungsstellen: https://webgate.ec.europa.eu/odr/main/index.cfm?event=main.adr.show",Business Name:Johann Haslberger,[],[],"['https://ec.europa.eu/consumers/odr/Unter', 'https://webgate.ec.europa.eu/odr/main/index.cfm?event=main.adr.show']"
314,Loops-UK is committed to providing each customer with the highest standard of customer service.,Business Name:AngelSoftware,[],[],[]
315,Lorde Mall is committed to providing each customer with the highest standard of customer service.,Business Name:Lorde Mall s.r.o.,[],[],[]
316,LORDSWORLD® is committed to providing each customer with the highest standard of customer service.,Business Name:LORDS SRLS,[],[],[]
317,"Allgemeine Geschäftsbedingungen und Kundeninformationen
 
 I. Allgemeine Geschäftsbedingungen
 
 § 1 Grundlegende Bestimmungen
 
 (1)  Die nachstehenden Bedingungen gelten für alle Angebote, Lieferungen und Leistungen der Fa. Zdzislaw Lorek, Am Großen Moordamm 8, 28357 Bremen (nachfolgend Verkäufer genannt) auf der Internetplattform Amazon. Die Wirkung etwaiger Allgemeiner Geschäftsbedingungen des Kunden ist ausdrücklich ausgeschlossen, soweit nichts anderes vereinbart wird. 
 (2) Verbraucher im Sinne...",Business Name:Zdzislaw Lorek,[],[],['Sinne...']
318,"Lothar John GmbH & Co. KG 
 Rostocker Str. 10
 30880 Laatzen
 Deutschland 
 
 Tel.: 05102 91 55 30
 Fax: 05102 91 52 79
 E-Mail: info@lotharjohn.de 
 
 Registergericht: Amtsgericht Hannover 
 Registernummer: HRA 203897 
 
 Die Lothar John GmbH & Co. KG wird vertreten durch die persönlich haftende Gesellschafterin: Lothar John Verwaltungs-GmbH, Registergericht: Amtsgericht Hannover, HRB 214245. Diese wiederum wird vertreten durch den Geschäftsführer: Lothar John
 
Umsatzsteuer-Identifikationsnummer gemäß § 27...",Business Name:Lothar John GmbH & Co. KG,['info@lotharjohn.de'],[],"['lotharjohn.de', '27...']"
319,Loulomax is committed to providing each customer with the highest standard of customer service.,Business Name:loulomax,[],[],[]
320,Lounayy is committed to providing each customer with the highest standard of customer service.,Business Name:wuhuliquanjianzhulaowuyouxiangongsi,[],[],[]
321,love lamp is committed to providing each customer with the highest standard of customer service.,Business Name:yunmengxianfangfangjingpinshougongshipindian,[],[],[]
322,LoveLeiter is committed to providing each customer with the highest standard of customer service.,Business Name:shenzhenshi XUYING dianzi SHangwu YOUXIAN gongsi,[],[],[]
323,LOVEPai is committed to providing each customer with the highest standard of customer service.,Business Name:henanpaigaoshangmaoyouxiangongsi,[],[],[]
324,LoveStory-eu is committed to providing each customer with the highest standard of customer service.,Business Name:dongguanshiyingyudianziyouxiangongsi,[],[],[]
325,LOVIVER DE is committed to providing each customer with the highest standard of customer service.,Business Name:shenzhenshi qingbi keji youxian gongsi,[],[],[]
326,Loyal businessman is committed to providing each customer with the highest standard of customer service.,Business Name:shen zhen shi nan shan qu gao chang jin hong deng ju shang hang,[],[],[]
327,lpenge is committed to providing each customer with the highest standard of customer service.,Business Name:ChongQingShiNenBoJianCaiYouXianGongSi,[],[],[]
328,LPWJD STORE is committed to providing each customer with the highest standard of customer service.,Business Name:YinChuanShiJinFengQuLiPingWuJinDian,[],[],[]
329,LPxdywlk is committed to providing each customer with the highest standard of customer service.,Business Name:LUOPINGXIANBOYUANWANGLUOKEJIYOUXIANGONGSI,[],[],[]
330,LQHZWYC is committed to providing each customer with the highest standard of customer service.,Business Name:ShanXiHuaZhangWeiYeKeMaoYouXianGongSi,[],[],[]
331,LRuilo is committed to providing each customer with the highest standard of customer service.,Business Name:guangzhougeluolikejiyouxiangongsi,[],[],[]
332,Lsgepavilion is committed to providing each customer with the highest standard of customer service.,Business Name:SHANG HAI SONG GE JI DIAN SHE BEI YOU XIAN GONG SI,[],[],[]
333,LSHEL-EU is committed to providing each customer with the highest standard of customer service.,Business Name:shanghaishengshunxinxikejiyouxiangongsi,[],[],[]
334,L-SHUNBAO is committed to providing each customer with the highest standard of customer service.,Business Name:XIANSHIGAOXINQUZIXIHUASHANGMAOHANG,[],[],[]
335,lslmcs is committed to providing each customer with the highest standard of customer service.,Business Name:lvliangshilishiqulanmaochaoshi,[],[],[]
336,LSRM is committed to providing each customer with the highest standard of customer service.,Business Name:guangzhoushibenwangmenyecailiaoyouxiangongsi,[],[],[]
337,LSWLOZ is committed to providing each customer with the highest standard of customer service.,Business Name:NANCHANGLANSHUNWANGLUOKEJIYOUXIANGONGSI,[],[],[]
338,LSX store is committed to providing each customer with the highest standard of customer service.,Business Name:lvliangshi li shi qu ding sheng jia ju shang hang,[],[],[]
339,ltiuao is committed to providing each customer with the highest standard of customer service.,Business Name:chongqingmaiziyushangmaoyouxiangongsi,[],[],[]
340,"Lubalo UG (haftungsbeschränkt)

Bahnhofstr. 21

96247 Michelau

Deutschland



Geschäftsführer: Wolfgang Kolb



Tel.: 09571 4970549

E-Mail: info@lubalo-ug.de



UST-ID: DE298501389



 
Die Europäische Kommission bietet eine Onlineplattform für Streitbeilegung an, die Sie hier finden: https://ec.europa.eu/consumers/odr/Unter diesem Link finden Sie die Kontaktdaten der offiziellen Streitbeilegungsstellen: https://webgate.ec.europa.eu/odr/main/index.cfm?event=main.adr.show",Business Name:Lubalo UG (haftungsbeschränkt),['info@lubalo-ug.de'],"['571 4970549', '2985013']","['lubalo-ug.de', 'https://ec.europa.eu/consumers/odr/Unter', 'https://webgate.ec.europa.eu/odr/main/index.cfm?event=main.adr.show']"
341,"Fiene B.V.
Pflanzkuebelonline 
 De Peel 2
4264 KK Veen (Niederlande) 
 Telefon: 03222 1091111
E-Mail: info@planzkuebelonline.de 
 Geschäftsführer: Gerard van Tilborg 
 Handelsregister Nr. 64626938 Kamer van Koophandel
Umsatzsteueridentifikationsnummer: NL855749751B01 
 Deutsche Kontaktadresse:
Pflanzkuebelonline
Königsborner Str. 26 a
39175 Biederitz
Telefon: 03222 1091111 
  
  Die EU-Kommission hat eine Online-Plattform zur Online-Streitbeilegung bereitgestelt. Über diese Internetplattform (/https://ec.europa.eu/co...",Business Name:Luca Lifestyle B.V.,['info@planzkuebelonline.de'],"['222 1091111', '6462693', '8557497', '222 1091111']","['B.V.', 'planzkuebelonline.de', 'https://ec.europa.eu/co...']"
342,Luca Schmitz is committed to providing each customer with the highest standard of customer service.,Business Name:chengdoujiyifengmaoyiyouxiangongsi,[],[],[]
343,Luck and Luck is committed to providing each customer with the highest standard of customer service.,Business Name:Luck and Luck,[],[],[]
344,LUCKON is committed to providing each customer with the highest standard of customer service.,Business Name:shanghaihuifuwangluokejiyouxiangongsi,[],[],[]
345,Lucky Smart Home is committed to providing each customer with the highest standard of customer service.,Business Name:LvLiangShiLiShiQuZhangPeiPeiWuJinRiZaDian,[],[],[]
346,LUCKY ZHAOZHAO is committed to providing each customer with the highest standard of customer service.,Business Name:yunyangquyangshenggangbaihuodian,[],[],[]
347,Luckystar4you is committed to providing each customer with the highest standard of customer service.,Business Name:shenzhenshilidexinbaozhuangcailiaoyouxiangongsi,[],[],[]
348,luckything is committed to providing each customer with the highest standard of customer service.,Business Name:shenzhenshi bicixikeji youxiangongsi,[],[],[]
349,Luckyx is committed to providing each customer with the highest standard of customer service.,Business Name:Wuhan jiaqifengxincailiao youxiangongsi,[],[],[]
350,LUCYPAPASHOW is committed to providing each customer with the highest standard of customer service.,Business Name:GUANGZHOU RENZHIKEJI YOUXIANGONGSI,[],[],[]
351,"Silvya Plambeck
 Plambeck & luftballonwelt 
 Elbuferstr. 36
 21436 Marschacht
 Deutschland 
 
 Tel.: 041769480491
 Fax: 041769480492
 E-Mail: info@luftballonwelt.de 
 
 Umsatzsteuer-Identifikationsnummer gemäß § 27 a Umsatzsteuergesetz: DE 812851075 
 
 Wir sind zur Teilnahme an einem Streitbeilegungsverfahren vor einer Verbraucherschlichtungsstelle weder verpflichtet noch bereit.
Die Europäische Kommission bietet eine Onlineplattform für Streitbeilegung an, die Sie hier finden: https://ec.europa.eu/consumer...",Business Name:Plambeck & luftballonwelt,['info@luftballonwelt.de'],"['0417694804', '0417694804', '8128510']","['luftballonwelt.de', 'https://ec.europa.eu/consumer...']"
352,LUKADRIA is committed to providing each customer with the highest standard of customer service.,Business Name:Fairpreis-Design GmbH,[],[],[]
353,Lulu's shop is committed to providing each customer with the highest standard of customer service.,Business Name:He Jin Shi Cheng Xi Feng Da Bai Huo Dian,[],[],[]
354,"LULUVicky verpflichtet sich, jedem Kunden die höchsten Standards des Kundendienstes zu bieten, und wir bieten Rückerstattungen oder Ersatz für Qualitätsprobleme an.

Wenn Sie Fragen zum Produkt oder zur Lieferzeit haben, zögern Sie bitte nicht, uns zu kontaktieren. Wir versprechen, Ihnen innerhalb von 24 Stunden eine zufriedenstellende Lösung zu liefern, vielen Dank!

Unsere E-Mail-Adresse: aeyzx334@aliyun.com",Business Name:shang hai cang bo shi ye you xian gong si,['aeyzx334@aliyun.com'],[],['aliyun.com']
355,"Lumaland Vertriebs GmbH
 mit Sitz in 10119 Berlin, Gormannstraße 22,
 eingetragen beim Handelsregister Berlin-Charlottenburg HRB 1486248 
 vertreten durch den Geschäftsführer: Achim Hirsch
 Umsatzsteuer ID: DE289238009
 WEEE-Reg.-Nr. DE 20518373
 Telefon: +49 (0) 30 120840120
 E-Mail: kundenservice@lumaland.com Die Europäische Kommission bietet eine Onlineplattform für Streitbeilegung an, die Sie hier finden: ec.europa.eu/consumers/odr/ Unter diesem Link finden Sie die Kontaktdaten der offiziellen Str...",Business Name:Lumaland Vertriebs GmbH,['kundenservice@lumaland.com'],"['1486248', '2892380', '2051837', '1208401']","['WEEE-Reg.-Nr.', 'lumaland.com', 'ec.europa.eu/consumers/odr/', 'Str...']"
356,luminiu is committed to providing each customer with the highest standard of customer service.,Business Name:tongxiangdongda maoyiyouxiangongsi,[],[],[]
357,"Luna24 präsentiert Neues und Spektakuläres aus Sport und Fitness, Gadgets zum Staunen und Neues aus aller Welt!!!Impressum:Lene Maia Costa, Erlenweg 2, 77731 LegelshurstTel: 07852-9354105Umsatzsteuer-ID DE301625649
Steueridentifikation
Steuernummer: 0825424016

Bankverbindung
 Name der Bank: PostbankKonto-Nr. 877414432, Blz: 36010043IBAN: DE 42360100430877414432
 BIC: PBNKDEFF
 Kontoinhaber: Nelcilene Maia Costa""Plattform der EU-Kommission zur Online- Streitbeilegung: /ec.europa.eu/consumers/odr„Den an...",Business Name:Nelcilene Maia Costa,[],"['852-9354105', '3016256', '0825424016', '8774144', '3601004', '4236010043', '0877414432']","['/ec.europa.eu/consumers/odr', 'an...']"
358,lunaprint is committed to providing each customer with the highest standard of customer service.,Business Name:Lionprint Inc,[],[],[]
359,LUO GUIMEI SHOP is committed to providing each customer with the highest standard of customer service.,Business Name:Lvliangshilishiquluoguimeijiajuyongpinshanghang,[],[],[]
360,Luo Sha Mei is committed to providing each customer with the highest standard of customer service.,Business Name:TaiYuanShiXiaoDianQuLuoShaMeiDianQiShangHang,[],[],[]
361,LuoHeShiMeiLunGuangGaoYouXianGongSi is committed to providing each customer with the highest standard of customer service.,Business Name:LuoHeShiMeiLunGuangGaoYouXianGongSi,[],[],[]
362,luosfuh is committed to providing each customer with the highest standard of customer service.,Business Name:Hulunbeiershiruishengzhuangshigongchengyouxianzere,[],[],[]
363,luosh is committed to providing each customer with the highest standard of customer service.,Business Name:shenzhenshi tingshanggongmao Ltd,[],[],[]
364,luoshue2019 is committed to providing each customer with the highest standard of customer service.,Business Name:xianshilintongquguihualuluoshuechaoshi,[],[],[]
365,LuPINZ is committed to providing each customer with the highest standard of customer service.,Business Name:xiamenlupinshangmaoyouxiangongsi,[],[],[]
366,LuShuMaDa is committed to providing each customer with the highest standard of customer service.,Business Name:HeNanMuYouJiuDianGuanLiYouXianGongSi,[],[],[]
367,"Impressum

Sibylle Stadler

Söderbergstr. 22
94060 Pocking
Deutschland

Telefon: +49 (0)8544 / 3096399
    Fax: +49 (0)8544 / 9722134
E-Mail: info@lustiges-shirt.de

St. Nr.: 153/276/32792

Die Europäische Kommission bietet eine Onlineplattform für Streitbeilegung an, die Sie hier finden: https://ec.europa.eu/consumers/odr/Unter diesem Link finden Sie die Kontaktdaten der offiziellen Streitbeilegungsstellen: https://webgate.ec.europa.eu/odr/main/index.cfm?event=main.adr.show",Business Name:Sibylle Stadler,['info@lustiges-shirt.de'],"['3096399', '9722134']","['lustiges-shirt.de', 'https://ec.europa.eu/consumers/odr/Unter', 'https://webgate.ec.europa.eu/odr/main/index.cfm?event=main.adr.show']"
368,"Impressum Gesetzliche Anbieterkennung: LUV Trading UG (haftungsbeschränkt)
 Kleiberweg 15
 42111 Wuppertal
 vertr. d. d. Geschäftsführer Jörn Schäfer
 Telefon: 0202 52 74 85 71
 E-Mail: info@luv-trading.de
 USt-IdNr.: DE323247081
 eingetragen im Handelsregister des Amtsgerichtes Wuppertal
 Handelsregisternummer HRB 29758 
Die Europäische Kommission bietet eine Onlineplattform für Streitbeilegung an, die Sie hier finden: https://ec.europa.eu/consumers/odr/

Unter diesem Link finden Sie die Kontaktdaten der...",Business Name:LUV Trading UG (haftungsbeschränkt),['info@luv-trading.de'],['3232470'],"['luv-trading.de', 'https://ec.europa.eu/consumers/odr/', 'der...']"
369,luwenchaokan is committed to providing each customer with the highest standard of customer service.,Business Name:guangdongbishengzichanguanliyouxiangongsi,[],[],[]
370,luwu-store is committed to providing each customer with the highest standard of customer service.,Business Name:Shenzhenshi Luwu Keji Youxian Gongsi,[],[],[]
371,"Impressum / Gesetzliche Anbieterkennung: Luxflair GmbH & Co. KG
 Mühlbachstr. 9
 DE-94437 Mamming Telefon: +49-9955-23167-44
 Telefax: +49-9955-23167-43
 E-Mail: info@luxflair.de
 Onlineshop: luxflair.de USt-IdNr.: DE304711503
 eingetragen im Handelsregister des Amtsgerichtes Landshut
 Handelsregisternummer HRA 11203 vertreten durch die persönlich haftende Gesellschafterin
 Mydea GmbH
 diese vertr. d. d. Geschäftsführer Melanie Wenzl, Christian Wenzl
 Mühlbachstr. 9, 94437 Mamming, Deutschland
eingetragen...",Business Name:Luxflair GmbH & Co. KG,['info@luxflair.de'],"['955-2316', '955-2316', '3047115']","['luxflair.de', 'luxflair.de', 'eingetragen...']"
372,LUYIASI is committed to providing each customer with the highest standard of customer service.,Business Name:ShenZhenShiYiLongShiYeYouXianGongSi,[],[],[]
373,LVHAIPENG is committed to providing each customer with the highest standard of customer service.,Business Name:Shen zhen shi nan shan qu zhong kai luo sheng mao yi shang hang,[],[],[]
374,lvliangshilishiquhoupengwujinrizadian is committed to providing each customer with the highest standard of customer service.,Business Name:lvliangshilishiquhoupengwujinrizadian,[],[],[]
375,lvliangshilishiqulifeiyanbianlidian is committed to providing each customer with the highest standard of customer service.,Business Name:lvliangshilishiqulifeiyanbianlidian,[],[],[]
376,LVZHANGLONG is committed to providing each customer with the highest standard of customer service.,Business Name:Yuan Qu Xian Xin Cheng Nan Ni Jia Wang Luo Xiao Sh,[],[],[]
377,LWAN3 is committed to providing each customer with the highest standard of customer service.,Business Name:WAN LI XIN TRADING LIMITED,[],[],[]
378,L'World is committed to providing each customer with the highest standard of customer service.,Business Name:Shanghai Xin Ying maoyi youxian gongsi,[],[],[]
379,LXF Lamp is committed to providing each customer with the highest standard of customer service.,Business Name:YulinshiHengshanquHuaiyuanhuwaiyongpinzhuanmaidian,[],[],[]
380,LXH Shop is committed to providing each customer with the highest standard of customer service.,Business Name:liu lin xian xiao hong ri za bai huo dian,[],[],[]
381,LXHXRYBHD is committed to providing each customer with the highest standard of customer service.,Business Name:LinXianHuiXingRiYongBaiHuoDian,[],[],[]
382,LXJEFZSPD is committed to providing each customer with the highest standard of customer service.,Business Name:LinXianJunEFuZhuangShiPinDian,[],[],[]
383,LXQXL Shop is committed to providing each customer with the highest standard of customer service.,Business Name:yangjiangshilanhanmaoyiyouxiangongsi,[],[],[]
384,"Impressum


eStores International UG (haftungsbeschränkt)

Geschäftsführer: Jan Friedrich

Sternstraße 14
01139 Dresden

Deutschland

Finanzamt Dresden Nord
St.-Nr.: 202-108-10324
Ust-ID-Nr.: DE303466535
HRB 34978 Amtsgericht Dresden


Bankverbindung

Kontoinhaber: LXS-MOTORBIKE.de
Bank: Ostsächsische Sparkasse Dresden

IBAN: DE44850503000221101985
BIC-/SWIFT: OSDDDE81XXX


Anmeldenummer im örtlichen Handelsregister oder anderen Registern:  Amtsgericht Dresden HRB 34978
Umsatzsteuer-Identifikationsnummer: DE303466535 Die M...",Business Name:eStores International UG (haftungsbeschränkt),[],"['202-108-1032', '3034665', '4485050300', '0221101985', '3034665']","['St.-Nr.', 'LXS-MOTORBIKE.de', 'M...']"
